Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
 Round,0.29,Ideal,G,VS1,EX,VG,1.01,GIA,61.2,55,None,None,12/10/2008,505.00,6.22455843,-1.2378744
 Round,0.29,Ideal,E,VS2,VG,VG,1,GIA,58.7,61,None,Very Small,12/10/2008,505.00,6.22455843,-1.2378744
 Emerald,0.3,Good,E,VVS1,VG,VG,1.57,GIA,70.5,67,None,None,12/10/2008,505.00,6.22455843,-1.2039728
 Round,0.3,Very Good,E,VS2,EX,VG,1,GIA,61.4,62,Faint,None,12/11/2008,505.00,6.22455843,-1.2039728
 Round,0.32,Ideal,G,VS2,VG,EX,1,GIA,60.5,57,Medium,None,12/16/2008,505.00,6.22455843,-1.1394343
 Round,0.32,Ideal,G,VS2,VG,VG,1.01,GIA,60.1,57,Medium,None,12/16/2008,505.00,6.22455843,-1.1394343
 Princess,0.33,Very Good,E,VS1,G,G,1.01,GIA,74.6,74,None,None,12/10/2008,505.00,6.22455843,-1.1086626
 Round,0.33,Ideal,E,SI1,ID,ID,1.01,AGSL,62.3,53,None,Pointed,12/10/2008,505.00,6.22455843,-1.1086626
 Princess,0.33,Very Good,E,VS1,EX,VG,1.05,GIA,74.5,71,None,None,12/10/2008,505.00,6.22455843,-1.1086626
 Princess,0.33,Very Good,E,VS1,VG,VG,1.04,GIA,70.6,69,None,None,12/10/2008,505.00,6.22455843,-1.1086626
 Round,0.33,Very Good,E,SI1,VG,VG,1,GIA,62.9,57,None,None,12/10/2008,505.00,6.22455843,-1.1086626
 Round,0.3,Very Good,E,SI2,EX,EX,1,GIA,60.8,57,None,None,12/11/2008,506.00,6.22653667,-1.2039728
 Round,0.3,Very Good,E,SI1,VG,VG,1.01,GIA,60.9,60,Medium,None,12/10/2008,506.00,6.22653667,-1.2039728
 Round,0.3,Good,E,SI1,G,G,1.01,GIA,64,58,Medium,None,12/10/2008,506.00,6.22653667,-1.2039728
 Round,0.31,Very Good,E,SI1,EX,G,1.01,GIA,58.8,58,None,None,12/10/2008,506.00,6.22653667,-1.171183
 Round,0.31,Ideal,E,SI1,EX,VG,1.01,GIA,61.8,55,None,None,12/10/2008,506.00,6.22653667,-1.171183
 Princess,0.3,Very Good,E,VVS2,VG,G,1.05,GIA,69.4,74,None,None,12/11/2008,507.00,6.228511,-1.2039728
 Round,0.35,Ideal,D,SI1,EX,VG,1.01,GIA,60.5,58,Medium Blue,None,12/11/2008,507.00,6.228511,-1.0498221
 Round,0.35,Very Good,D,SI1,G,VG,1.01,GIA,63.7,56,Medium Blue,None,12/11/2008,507.00,6.228511,-1.0498221
 Round,0.32,Ideal,D,SI1,EX,EX,1.01,GIA,61.5,56,Medium Blue,None,12/16/2008,508.00,6.23048145,-1.1394343
 Round,0.32,Ideal,D,SI1,EX,EX,1,GIA,62.4,54,None,None,12/16/2008,508.00,6.23048145,-1.1394343
 Round,0.32,Ideal,D,SI1,EX,EX,1.01,GIA,60.3,57,None,None,12/16/2008,508.00,6.23048145,-1.1394343
 Princess,0.32,Very Good,D,VS1,VG,VG,1,GIA,67.4,73,None,None,12/09/2008,508.00,6.23048145,-1.1394343
 Round,0.36,Very Good,D,SI2,VG,VG,1,GIA,62.6,59,None,None,12/10/2008,508.00,6.23048145,-1.0216512
 Princess,0.3,Very Good,D,VS1,VG,VG,1.01,GIA,68.6,78,None,None,12/09/2008,510.00,6.23441073,-1.2039728
 Round,0.36,Ideal,D,SI2,EX,EX,1.02,GIA,60.9,57,None,None,12/09/2008,510.00,6.23441073,-1.0216512
 Round,0.37,Very Good,D,SI2,VG,VG,1.02,GIA,63.7,56,Faint,None,12/10/2008,510.00,6.23441073,-0.9942523
 Princess,0.37,Good,D,VVS2,VG,G,1.14,GIA,64.1,82,None,None,12/09/2008,510.00,6.23441073,-0.9942523
 Round,0.29,Good,D,VS2,G,VG,1.01,GIA,64.5,54,Faint,None,12/09/2008,511.00,6.23636959,-1.2378744
 Round,0.29,Very Good,D,VS1,VG,VG,1,GIA,60,61,Medium,None,12/09/2008,511.00,6.23636959,-1.2378744
 Round,0.29,Very Good,D,VS2,VG,VG,1,GIA,62.7,58,Medium,None,12/09/2008,511.00,6.23636959,-1.2378744
 Round,0.29,Very Good,D,VS1,VG,VG,1.01,GIA,61.9,61,None,None,12/09/2008,511.00,6.23636959,-1.2378744
 Round,0.3,Very Good,D,SI2,VG,VG,1.01,GIA,60.6,57,None,None,12/10/2008,511.00,6.23636959,-1.2039728
 Round,0.32,Very Good,D,SI1,VG,VG,1,GIA,62.7,60,None,None,12/09/2008,511.00,6.23636959,-1.1394343
 Round,0.34,Ideal,D,SI1,VG,EX,1.01,GIA,62,55,Medium Blue,None,12/16/2008,512.00,6.23832463,-1.0788097
 Round,0.36,Ideal,D,SI1,EX,EX,1.01,GIA,61.6,55,Strong Blue,None,12/16/2008,512.00,6.23832463,-1.0216512
 Princess,0.38,Very Good,D,SI1,G,G,1.01,GIA,65.9,76,None,None,12/09/2008,513.00,6.24027585,-0.967584
 Princess,0.34,Very Good,G,VVS2,EX,VG,1.02,GIA,73.1,71,None,None,12/11/2008,515.00,6.2441669,-1.0788097
 Round,0.26,Ideal,G,VVS2,VG,EX,1.01,GIA,61.2,57,None,None,12/10/2008,516.00,6.24610677,-1.3470736
 Princess,0.32,Very Good,G,VVS1,VG,VG,1.02,GIA,70.6,76,None,None,12/10/2008,516.00,6.24610677,-1.1394343
 Round,0.37,Very Good,G,VS2,G,VG,1.01,GIA,59.9,63,None,None,12/12/2008,516.00,6.24610677,-0.9942523
 Round,0.3,Ideal,G,VS1,VG,VG,1.01,GIA,61.8,58,Faint,None,12/10/2008,517.00,6.24804287,-1.2039728
 Round,0.3,Ideal,E,VS2,VG,VG,1.01,GIA,61.6,59,Medium Blue,None,12/12/2008,517.00,6.24804287,-1.2039728
 Round,0.3,Ideal,E,VS2,VG,VG,1.01,GIA,59.6,59,Medium Blue,None,12/12/2008,517.00,6.24804287,-1.2039728
 Round,0.3,Ideal,E,VS2,VG,VG,1,GIA,61.6,60,Medium Blue,None,12/12/2008,517.00,6.24804287,-1.2039728
 Round,0.3,Ideal,E,VS2,VG,VG,1.01,GIA,60.6,59,Medium Blue,None,12/12/2008,517.00,6.24804287,-1.2039728
 Round,0.31,Ideal,G,VS2,ID,ID,1.01,AGSL,61.8,55,None,None,12/10/2008,517.00,6.24804287,-1.171183
 Round,0.25,Very Good,E,VVS2,VG,G,1,GIA,60.3,63,None,None,12/10/2008,518.00,6.24997524,-1.3862944
 Princess,0.3,Very Good,G,VVS2,EX,VG,1,GIA,66.2,70,Faint,None,12/10/2008,518.00,6.24997524,-1.2039728
 Round,0.3,Ideal,G,VS2,VG,EX,1.01,GIA,61.2,57,None,None,12/16/2008,518.00,6.24997524,-1.2039728
 Round,0.3,Ideal,G,VS2,EX,EX,1.01,GIA,62.1,55,Faint,None,12/16/2008,518.00,6.24997524,-1.2039728
 Round,0.31,Ideal,G,VS1,EX,EX,1,GIA,62.7,58,None,None,12/12/2008,518.00,6.24997524,-1.171183
 Round,0.31,Ideal,G,VS1,EX,EX,1.01,GIA,59.4,60,None,None,12/12/2008,518.00,6.24997524,-1.171183
 Round,0.33,Very Good,G,VS1,VG,VG,1,GIA,63.8,58,Faint,None,12/12/2008,518.00,6.24997524,-1.1086626
 Princess,0.35,Very Good,G,VVS1,VG,G,1.02,GIA,65.2,67,None,None,12/10/2008,518.00,6.24997524,-1.0498221
 Round,0.35,Signature-Ideal,G,SI1,EX,EX,1.01,GIA,61.7,55,None,None,12/10/2008,518.00,6.24997524,-1.0498221
 Round,0.23,Ideal,E,VVS2,EX,VG,1.01,GIA,61.8,55,None,None,12/10/2008,519.00,6.25190388,-1.469676
 Round,0.24,Very Good,G,VVS1,EX,ID,1.01,AGSL,61.7,56,None,Pointed,12/10/2008,519.00,6.25190388,-1.4271164
 Round,0.25,Ideal,E,VS1,EX,EX,1.01,GIA,62.6,53,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1,GIA,61.7,55,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1.01,GIA,62.4,55,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1.01,GIA,62,55,Faint,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1,GIA,62,56,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1,GIA,62.1,54,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1,GIA,62,54,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1.01,GIA,62.1,54,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1,GIA,62.2,55,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1.01,GIA,62.2,54,Faint,None,12/10/2008,519.00,6.25190388,-1.3862944
 Round,0.25,Ideal,E,VS1,EX,EX,1,GIA,62.3,54,None,None,12/10/2008,519.00,6.25190388,-1.3862944
 Princess,0.3,Very Good,E,VVS1,VG,VG,1.05,GIA,74.7,76,None,None,12/10/2008,519.00,6.25190388,-1.2039728
 Round,0.31,Very Good,E,SI1,EX,VG,1,GIA,61.5,59,Faint,None,12/11/2008,519.00,6.25190388,-1.171183
 Round,0.32,Ideal,G,VS1,VG,VG,1.01,GIA,61.9,57,None,None,12/12/2008,519.00,6.25190388,-1.1394343
 Round,0.32,Ideal,G,VS1,EX,VG,1.01,GIA,60.4,57,None,None,12/12/2008,519.00,6.25190388,-1.1394343
 Round,0.33,Ideal,G,VS2,VG,VG,1.01,GIA,60.4,61,None,None,12/18/2008,519.00,6.25190388,-1.1086626
 Round,0.33,Very Good,E,SI1,VG,VG,1.01,GIA,63.8,57,Medium,None,12/11/2008,519.00,6.25190388,-1.1086626
 Round,0.32,Ideal,G,VS2,EX,EX,1.01,GIA,61.2,56,Medium,None,12/10/2008,520.00,6.25382881,-1.1394343
 Princess,0.3,Good,D,VS1,VG,G,1.03,GIA,76.5,75,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,EX,VG,1.05,GIA,69.9,73,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,EX,VG,1.05,GIA,72.8,70,Medium,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Good,D,VS1,VG,G,1.03,GIA,76.9,75,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,VG,VG,1.04,GIA,71.6,71,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,VG,VG,1.04,GIA,71,73,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,VG,VG,1.01,GIA,69.8,74,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,EX,G,1.03,GIA,72.1,76,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,EX,G,1.02,GIA,72.5,73,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,VG,VG,1.02,GIA,72.4,73,Faint,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,VG,VG,1.02,GIA,73.7,71,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,VG,VG,1.04,GIA,70.7,72,None,None,12/09/2008,525.00,6.26339826,-1.2039728
 Princess,0.3,Very Good,D,VS1,VG,VG,1.04,GIA,69.7,76,Medium Blue,None,12/09/2008,525.00,6.26339826,-1.2039728
 Round,0.37,Ideal,D,SI1,EX,EX,1,GIA,61.8,56,Strong Blue,None,12/16/2008,526.00,6.26530121,-0.9942523
 Round,0.24,Ideal,D,VS1,EX,EX,1.01,GIA,62,55,Medium,None,12/09/2008,527.00,6.26720055,-1.4271164
 Princess,0.32,Very Good,D,VS1,VG,VG,1.04,GIA,73.5,72,None,None,12/09/2008,527.00,6.26720055,-1.1394343
 Round,0.33,Very Good,D,SI1,VG,VG,1.01,GIA,63.3,57,None,Very Small,12/09/2008,527.00,6.26720055,-1.1086626
 Round,0.34,Good,D,SI1,VG,G,1.01,GIA,61.5,58,None,None,12/09/2008,527.00,6.26720055,-1.0788097
 Princess,0.32,Very Good,D,VVS2,VG,G,1.04,GIA,73.9,71,Faint Blue,None,12/09/2008,528.00,6.26909628,-1.1394343
 Princess,0.31,Very Good,D,VS1,EX,G,1.01,GIA,70.8,72,Faint,None,12/09/2008,529.00,6.27098843,-1.171183
 Round,0.25,Ideal,F,VVS2,EX,VG,1.01,GIA,61.3,57,None,None,12/10/2008,538.00,6.28785856,-1.3862944
 Round,0.28,Ideal,F,VS1,EX,EX,1.01,GIA,61.4,56,None,None,12/10/2008,538.00,6.28785856,-1.2729657
 Round,0.34,Very Good,F,SI2,G,G,1,GIA,61.5,60,None,None,12/10/2008,538.00,6.28785856,-1.0788097
 Round,0.34,Ideal,F,VS2,VG,VG,1.01,GIA,62.2,57,Medium Blue,None,12/12/2008,538.00,6.28785856,-1.0788097
 Round,0.34,Ideal,F,VS2,VG,VG,1,GIA,62.3,58,Strong Blue,None,12/12/2008,538.00,6.28785856,-1.0788097
 Princess,0.38,Good,F,VS1,VG,VG,1,GIA,68.6,79,None,None,12/10/2008,538.00,6.28785856,-0.967584
 Emerald,0.3,Very Good,F,VVS1,VG,G,1.36,GIA,66.4,65,None,None,12/17/2008,539.00,6.28971557,-1.2039728
 Round,0.31,Ideal,F,VS2,EX,VG,1.01,GIA,61.7,59,None,None,12/12/2008,539.00,6.28971557,-1.171183
 Round,0.31,Ideal,F,VS2,VG,VG,1.01,GIA,60.7,57,None,None,12/12/2008,539.00,6.28971557,-1.171183
 Round,0.31,Ideal,F,VS2,EX,VG,1.01,GIA,60.5,57,None,None,12/12/2008,539.00,6.28971557,-1.171183
 Round,0.31,Ideal,F,VS2,VG,VG,1,GIA,62.2,56,None,None,12/12/2008,539.00,6.28971557,-1.171183
 Princess,0.33,Very Good,F,VVS2,VG,G,1.04,GIA,70.6,78,None,None,12/10/2008,539.00,6.28971557,-1.1086626
 Princess,0.33,Good,F,VVS2,VG,VG,1.01,GIA,75.2,72,None,None,12/10/2008,539.00,6.28971557,-1.1086626
 Princess,0.33,Very Good,F,VVS2,VG,G,1.03,GIA,71.4,70,None,None,12/10/2008,539.00,6.28971557,-1.1086626
 Round,0.3,Good,F,VS2,VG,VG,1.01,GIA,64.6,57,Strong,None,12/10/2008,540.00,6.29156914,-1.2039728
 Round,0.3,Very Good,F,VS1,VG,VG,1.01,GIA,62.4,60,Medium Blue,None,12/12/2008,540.00,6.29156914,-1.2039728
 Round,0.34,Very Good,F,SI1,VG,VG,1.01,GIA,61.9,57,None,None,12/10/2008,540.00,6.29156914,-1.0788097
 Princess,0.4,Very Good,F,SI1,VG,G,1.02,GIA,74.2,59,None,None,12/10/2008,540.00,6.29156914,-0.9162907
 Princess,0.3,Very Good,F,VVS1,VG,VG,1.05,GIA,70.4,75,None,None,12/10/2008,541.00,6.29341928,-1.2039728
 Round,0.3,Very Good,D,VS2,EX,EX,1.01,GIA,62.4,57,Strong Blue,None,12/16/2008,542.00,6.295266,-1.2039728
 Princess,0.31,Very Good,D,VS1,VG,VG,1.04,GIA,69.4,73,None,None,12/09/2008,542.00,6.295266,-1.171183
 Princess,0.31,Very Good,D,VS1,EX,VG,1.02,GIA,74.1,71,None,None,12/09/2008,542.00,6.295266,-1.171183
 Princess,0.31,Very Good,D,VS1,EX,VG,1.02,GIA,73,70,None,None,12/09/2008,542.00,6.295266,-1.171183
 Round,0.3,Good,D,VS2,EX,VG,1.01,GIA,64.1,59,Medium,None,12/09/2008,544.00,6.29894925,-1.2039728
 Emerald,0.31,Very Good,D,VVS2,VG,VG,1.43,GIA,69.8,68,Faint,None,12/16/2008,544.00,6.29894925,-1.171183
 Princess,0.31,Very Good,D,SI1,VG,G,1,GIA,74.4,66,None,None,12/09/2008,544.00,6.29894925,-1.171183
 Round,0.38,Very Good,D,SI1,G,G,1.01,GIA,59.5,58,Strong Blue,None,12/11/2008,544.00,6.29894925,-0.967584
 Round,0.3,Ideal,D,SI2,EX,EX,1.01,GIA,63.1,58,None,None,12/10/2008,545.00,6.30078579,-1.2039728
 Princess,0.33,Very Good,D,VS1,VG,VG,1.03,GIA,73,72,None,None,12/10/2008,545.00,6.30078579,-1.1086626
 Round,0.35,Good,D,SI1,VG,VG,1.01,GIA,58.2,58,None,Small,12/09/2008,545.00,6.30078579,-1.0498221
 Round,0.38,Ideal,D,SI2,VG,VG,1.01,GIA,62.5,57,Faint,None,12/09/2008,545.00,6.30078579,-0.967584
 Round,0.38,Ideal,D,SI2,EX,VG,1.01,GIA,61.9,59,None,None,12/09/2008,545.00,6.30078579,-0.967584
 Round,0.26,Good,D,VVS2,VG,VG,1.01,GIA,63.3,61,None,None,12/09/2008,546.00,6.30261898,-1.3470736
 Princess,0.3,Very Good,D,VVS2,EX,VG,1.04,GIA,73.4,73,None,None,12/10/2008,546.00,6.30261898,-1.2039728
 Round,0.35,Very Good,D,SI1,VG,VG,1.01,GIA,61,56,None,None,12/11/2008,546.00,6.30261898,-1.0498221
 Emerald,0.38,Good,D,VS2,VG,VG,1.59,GIA,70.4,64,Faint,None,12/16/2008,546.00,6.30261898,-0.967584
 Round,0.23,Very Good,D,VS2,EX,EX,1.01,AGSL,60.2,57,Negligible,Very Small,12/09/2008,547.00,6.3044488,-1.469676
 Princess,0.32,Very Good,D,VS1,VG,VG,1.03,GIA,71,75,Faint,None,12/09/2008,547.00,6.3044488,-1.1394343
 Princess,0.33,Good,D,VS1,EX,VG,1,GIA,76,74,Faint,None,12/09/2008,547.00,6.3044488,-1.1086626
 Round,0.35,Ideal,G,VS2,VG,VG,1,GIA,61.7,57,None,None,12/18/2008,550.00,6.30991828,-1.0498221
 Round,0.31,Very Good,G,VVS2,VG,EX,1.01,GIA,62.3,58,None,None,12/17/2008,551.00,6.31173481,-1.171183
 Round,0.32,Ideal,G,VS2,VG,VG,1.01,GIA,61.9,58,None,None,12/16/2008,551.00,6.31173481,-1.1394343
 Round,0.32,Ideal,G,VS2,VG,EX,1.01,GIA,61.8,57,None,None,12/16/2008,551.00,6.31173481,-1.1394343
 Round,0.32,Ideal,G,VS2,VG,VG,1.01,GIA,61,60,None,None,12/16/2008,551.00,6.31173481,-1.1394343
 Round,0.32,Ideal,G,VS2,EX,VG,1.01,GIA,61.6,56,None,None,12/16/2008,551.00,6.31173481,-1.1394343
 Round,0.32,Ideal,G,VS2,VG,VG,1.01,GIA,61.6,57,None,None,12/16/2008,551.00,6.31173481,-1.1394343
 Round,0.3,Good,G,VVS2,VG,VG,1.01,GIA,62.5,64,Strong,None,12/10/2008,552.00,6.31354805,-1.2039728
 Round,0.33,Very Good,G,VS2,VG,VG,1,GIA,58.5,61,None,None,12/16/2008,552.00,6.31354805,-1.1086626
 Round,0.33,Very Good,G,VS2,EX,VG,1.01,GIA,61.1,56,None,None,12/16/2008,552.00,6.31354805,-1.1086626
 Round,0.33,Very Good,G,VS2,VG,EX,1.01,GIA,60.1,56,None,None,12/16/2008,552.00,6.31354805,-1.1086626
 Round,0.33,Very Good,G,VS2,VG,VG,1.01,GIA,60.8,59,None,None,12/16/2008,552.00,6.31354805,-1.1086626
 Round,0.37,Ideal,G,VS2,EX,EX,1,GIA,62,55,Medium Blue,None,12/17/2008,552.00,6.31354805,-0.9942523
 Round,0.39,Very Good,G,VS2,VG,VG,1.01,GIA,61,60,None,None,12/12/2008,552.00,6.31354805,-0.9416085
 Round,0.24,Ideal,G,VVS1,EX,EX,1.01,GIA,62,55,None,None,12/10/2008,553.00,6.315358,-1.4271164
 Round,0.24,Ideal,E,VVS2,EX,EX,1.01,GIA,61.5,56,None,None,12/10/2008,553.00,6.315358,-1.4271164
 Round,0.3,Very Good,G,VS1,VG,VG,1,GIA,59.8,59,None,None,12/10/2008,553.00,6.315358,-1.2039728
 Round,0.3,Good,E,VS2,VG,VG,1.01,GIA,60.9,65,None,None,12/10/2008,553.00,6.315358,-1.2039728
 Round,0.33,Ideal,E,VS2,EX,EX,1,GIA,61.7,55,Strong Blue,None,12/17/2008,553.00,6.315358,-1.1086626
 Round,0.4,Very Good,G,SI2,EX,VG,1.01,GIA,62.5,54,Faint,None,12/10/2008,553.00,6.315358,-0.9162907
 Round,0.4,Ideal,G,SI2,EX,EX,1.01,GIA,62,55,Strong,None,12/10/2008,553.00,6.315358,-0.9162907
 Round,0.25,Very Good,E,VS1,EX,VG,1,GIA,60.2,62,None,None,12/10/2008,554.00,6.31716469,-1.3862944
 Round,0.25,Very Good,E,VS1,G,G,1.01,GIA,62.4,58,Faint,None,12/10/2008,554.00,6.31716469,-1.3862944
 Round,0.25,Very Good,E,VS1,G,VG,1.01,GIA,62.2,59,None,None,12/10/2008,554.00,6.31716469,-1.3862944
 Round,0.25,Very Good,E,VS1,VG,VG,1.01,GIA,61.2,64,None,None,12/10/2008,554.00,6.31716469,-1.3862944
 Round,0.25,Very Good,E,VS1,EX,VG,1.01,GIA,63.9,57,None,None,12/10/2008,554.00,6.31716469,-1.3862944
 Round,0.25,Very Good,E,VS1,G,G,1,GIA,60.9,58,Faint,None,12/10/2008,554.00,6.31716469,-1.3862944
 Princess,0.31,Good,E,VVS2,VG,VG,1.02,GIA,72.4,80,None,None,12/10/2008,554.00,6.31716469,-1.171183
 Princess,0.31,Good,E,VVS2,VG,VG,1.1,GIA,73.7,80,None,None,12/10/2008,554.00,6.31716469,-1.171183
 Round,0.31,Very Good,E,VS2,G,EX,1,GIA,62.3,54,None,None,12/10/2008,554.00,6.31716469,-1.171183
 Emerald,0.34,Very Good,E,VS1,VG,VG,1.16,GIA,65.1,68,None,None,12/10/2008,554.00,6.31716469,-1.0788097
 Emerald,0.34,Very Good,E,VS1,VG,G,1.26,GIA,59.8,65,Medium Blue,None,12/10/2008,554.00,6.31716469,-1.0788097
 Round,0.35,Very Good,E,SI1,VG,VG,1.01,GIA,63.3,56,None,None,12/10/2008,554.00,6.31716469,-1.0498221
 Round,0.42,Very Good,G,SI2,VG,G,1.01,GIA,64.2,57,None,None,12/10/2008,554.00,6.31716469,-0.8675006
 Round,0.26,Ideal,E,VS2,EX,EX,1.01,GIA,61.8,55,None,None,12/10/2008,555.00,6.31896811,-1.3470736
 Round,0.27,Ideal,E,VS1,EX,VG,1.01,GIA,61.3,56,None,None,12/10/2008,555.00,6.31896811,-1.3093333
 Princess,0.3,Very Good,E,VVS1,EX,VG,1.05,GIA,72.2,74,None,None,12/11/2008,555.00,6.31896811,-1.2039728
 Round,0.27,Very Good,E,VS1,VG,G,1.01,GIA,62.5,59,Medium Blue,None,12/10/2008,556.00,6.32076829,-1.3093333
 Round,0.4,Very Good,E,SI2,VG,VG,1,GIA,63.7,54,None,None,12/10/2008,556.00,6.32076829,-0.9162907
 Round,0.27,Ideal,D,VS1,EX,VG,1.02,GIA,62.8,53,Strong Blue,None,12/16/2008,559.00,6.32614947,-1.3093333
 Round,0.27,Ideal,D,VS1,EX,EX,1,GIA,60.7,55,None,None,12/16/2008,559.00,6.32614947,-1.3093333
 Round,0.27,Ideal,D,VS1,VG,VG,1.01,GIA,61.7,55,None,None,12/16/2008,559.00,6.32614947,-1.3093333
 Princess,0.28,Very Good,D,VVS1,EX,VG,1.05,GIA,69.5,76,None,None,12/09/2008,559.00,6.32614947,-1.2729657
 Princess,0.32,Very Good,D,VS1,VG,G,1.02,GIA,74.1,73,Faint,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Good,D,VS1,EX,VG,1.08,GIA,78.9,78,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Very Good,D,VS1,VG,VG,1.02,GIA,71.6,72,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Very Good,D,VS1,EX,VG,1.05,GIA,69.3,72,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Good,D,VS1,VG,G,1.04,GIA,76.2,79,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Very Good,D,VS1,EX,VG,1.03,GIA,72.9,72,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Good,D,VS1,EX,VG,1.03,GIA,75.3,69,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Good,D,VS1,VG,G,1.05,GIA,75.5,73,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Very Good,D,VS1,G,VG,1,GIA,73,72,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Very Good,D,VS1,EX,VG,1.05,GIA,73.7,72,None,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.32,Very Good,D,VS1,VG,G,1.02,GIA,73.7,69,Medium,None,12/09/2008,559.00,6.32614947,-1.1394343
 Princess,0.33,Very Good,D,VS1,EX,VG,1.02,GIA,71.4,72,None,None,12/09/2008,560.00,6.32793678,-1.1086626
 Princess,0.32,Very Good,D,VVS2,VG,G,1.01,GIA,72.7,76,None,None,12/09/2008,561.00,6.32972091,-1.1394343
 Princess,0.32,Very Good,D,VVS2,VG,VG,1.09,GIA,74.8,68,Faint,None,12/09/2008,561.00,6.32972091,-1.1394343
 Round,0.34,Ideal,D,SI1,EX,EX,1,GIA,60,59,Strong,None,12/09/2008,561.00,6.32972091,-1.0788097
 Princess,0.37,Very Good,D,VS1,VG,G,1.03,GIA,70.5,68,None,None,12/09/2008,561.00,6.32972091,-0.9942523
 Princess,0.31,Very Good,E,VVS2,VG,G,1.05,GIA,72.5,74,None,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.31,Very Good,E,VVS2,VG,VG,1.02,GIA,74,70,None,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.31,Very Good,E,VVS2,VG,VG,1.04,GIA,73.7,70,None,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.31,Very Good,E,VVS2,VG,G,1.04,GIA,73.9,71,Faint,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.31,Very Good,E,VVS2,VG,G,1.01,GIA,73.9,72,None,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.31,Very Good,E,VVS2,G,G,1,GIA,74.4,73,None,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.31,Very Good,E,VVS2,EX,VG,1.02,GIA,74,78,None,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.31,Very Good,E,VVS2,VG,G,1.02,GIA,72.9,73,None,None,12/10/2008,563.00,6.33327963,-1.171183
 Princess,0.33,Very Good,E,VVS2,EX,VG,1.01,GIA,69.4,71,None,None,12/10/2008,564.00,6.33505425,-1.1086626
 Round,0.37,Very Good,E,SI1,G,G,1.02,GIA,60.5,59,None,None,12/12/2008,564.00,6.33505425,-0.9942523
 Round,0.37,Very Good,E,SI1,G,VG,1.01,GIA,62.3,57,None,None,12/12/2008,564.00,6.33505425,-0.9942523
 Round,0.37,Very Good,E,SI1,G,VG,1.01,GIA,61.3,54,None,None,12/12/2008,564.00,6.33505425,-0.9942523
